user_id,isbn,rating
11676,0002005018,7.075141429901123
116866,0002005018,6.664664268493652
152827,0060973129,6.791926383972168
157969,0374157065,6.771543025970459
67958,0399135782,6.82285213470459
213191,0399135782,7.031829357147217
245827,0399135782,6.670426845550537
11676,0671870432,6.993827819824219
263256,1558746218,7.216509819030762
226745,1881320189,6.938424587249756
7352,0440234743,6.953471660614014
12923,0440234743,7.223144054412842
13552,0440234743,7.03110408782959
21264,0440234743,7.083491802215576
31299,0440234743,7.328092575073242
64535,0440234743,7.258351802825928
70666,0440234743,6.3723978996276855
75819,0440234743,6.975169658660889
79740,0440234743,7.008913516998291
85534,0440234743,7.306746482849121
100393,0440234743,7.024576663970947
108143,0440234743,7.331342697143555
116127,0440234743,7.236832618713379
122251,0440234743,6.868343830108643
128463,0440234743,6.8484673500061035
131703,0440234743,7.110711097717285
132144,0440234743,7.23572301864624
134863,0440234743,7.233368873596191
136707,0440234743,7.110473155975342
143939,0440234743,7.206444263458252
144062,0440234743,7.282648086547852
150400,0440234743,7.224349498748779
154730,0440234743,6.9932451248168945
165884,0440234743,7.1798930168151855
187533,0440234743,7.002675533294678
187944,0440234743,7.100241184234619
217516,0440234743,7.263422012329102
227392,0440234743,7.204811096191406
240567,0440234743,6.958832263946533
245616,0440234743,7.225106716156006
250101,0440234743,7.086872100830078
258884,0440234743,7.2303242683410645
259223,0440234743,6.932602405548096
273979,0440234743,7.290754795074463
6242,0452264464,6.81298303604126
8570,0452264464,7.350437641143799
11104,0452264464,7.161193370819092
11676,0452264464,7.078982353210449
36197,0452264464,6.930593013763428
36907,0452264464,6.986248970031738
80837,0452264464,7.213330268859863
102359,0452264464,7.002179145812988
144803,0452264464,7.234356880187988
165319,0452264464,6.93682336807251
174633,0452264464,6.932263374328613
221232,0452264464,7.36201286315918
252627,0452264464,6.970236778259277
271135,0452264464,7.1927714347839355
271144,0452264464,6.843459606170654
11676,0609804618,6.9478759765625
79089,0609804618,7.011796474456787
271622,0609804618,6.43485689163208
141518,1841721522,6.811624526977539
157118,1841721522,6.9356465339660645
14,0689821166,6.966613292694092
4784,0971880107,7.310293197631836
8453,0971880107,7.193063735961914
11554,0971880107,6.92339563369751
12264,0971880107,6.879461765289307
13088,0971880107,7.146872520446777
13221,0971880107,6.774291038513184
14049,0971880107,6.7396159172058105
14461,0971880107,6.501164436340332
20147,0971880107,7.186821460723877
21404,0971880107,6.3978400230407715
24664,0971880107,6.7507476806640625
28091,0971880107,7.191113471984863
28735,0971880107,6.586955547332764
32329,0971880107,7.190301418304443
33535,0971880107,6.981215953826904
37538,0971880107,6.8298749923706055
40841,0971880107,7.181136608123779
41596,0971880107,6.833372592926025
45666,0971880107,6.813796043395996
46398,0971880107,6.89478063583374
49954,0971880107,7.057956695556641
51803,0971880107,7.115780353546143
55894,0971880107,6.8798136711120605
59994,0971880107,7.201968193054199
60633,0971880107,7.146529674530029
61028,0971880107,7.2704176902771
64819,0971880107,6.940995693206787
65145,0971880107,7.202563285827637
65370,0971880107,7.134980201721191
67636,0971880107,7.076811790466309
67704,0971880107,7.111548900604248
69378,0971880107,6.9666643142700195
70153,0971880107,6.878964900970459
71162,0971880107,7.12611722946167
71464,0971880107,7.015549659729004
72030,0971880107,6.960636615753174
74910,0971880107,7.048472881317139
79738,0971880107,6.8131513595581055
83469,0971880107,6.891326427459717
84682,0971880107,7.162163257598877
89867,0971880107,6.881635665893555
91254,0971880107,6.862977027893066
92727,0971880107,6.727112293243408
98655,0971880107,6.94612455368042
104268,0971880107,6.859386920928955
111433,0971880107,6.874396324157715
114434,0971880107,6.54096794128418
121070,0971880107,6.841279983520508
127619,0971880107,7.047486782073975
128447,0971880107,6.820732116699219
130915,0971880107,7.157939434051514
133645,0971880107,6.705293655395508
136139,0971880107,6.934219837188721
136237,0971880107,6.67499303817749
141842,0971880107,7.172989845275879
142600,0971880107,6.988021373748779
144133,0971880107,6.94065523147583
148191,0971880107,7.210177898406982
150657,0971880107,7.027421474456787
157783,0971880107,6.671055316925049
159720,0971880107,6.658007621765137
160241,0971880107,6.859307289123535
161726,0971880107,6.598372459411621
171506,0971880107,7.169325828552246
172406,0971880107,6.898780345916748
173190,0971880107,7.056113243103027
173315,0971880107,7.2401885986328125
174657,0971880107,6.885303974151611
175254,0971880107,6.8221964836120605
178072,0971880107,6.751015663146973
179791,0971880107,5.855350971221924
180149,0971880107,7.0412187576293945
180447,0971880107,6.645874977111816
180795,0971880107,7.037630558013916
181316,0971880107,6.969585418701172
190885,0971880107,6.640078544616699
191214,0971880107,6.921296119689941
197550,0971880107,6.7836809158325195
198045,0971880107,7.235006809234619
201521,0971880107,6.89316463470459
204652,0971880107,7.172504425048828
208478,0971880107,6.891885757446289
209486,0971880107,6.884636878967285
210695,0971880107,6.532017230987549
216262,0971880107,7.195077896118164
216397,0971880107,6.8362298011779785
219132,0971880107,7.024756908416748
219949,0971880107,7.15134334564209
225832,0971880107,6.920074939727783
230436,0971880107,7.162320613861084
233451,0971880107,7.211401462554932
233857,0971880107,7.047675609588623
233871,0971880107,6.908583641052246
234784,0971880107,6.9836835861206055
234925,0971880107,6.9677557945251465
235506,0971880107,7.107951641082764
235698,0971880107,7.017487525939941
237283,0971880107,6.789475917816162
239847,0971880107,7.154253959655762
240541,0971880107,7.160480499267578
242639,0971880107,7.068087100982666
245829,0971880107,6.872352600097656
246344,0971880107,7.074054718017578
248566,0971880107,6.76004695892334
249827,0971880107,6.733319282531738
254589,0971880107,7.0666093826293945
258675,0971880107,7.133302211761475
260897,0971880107,6.605526924133301
261015,0971880107,7.200285911560059
263078,0971880107,7.011629581451416
263979,0971880107,7.008013725280762
264415,0971880107,6.874553680419922
267881,0971880107,7.146724700927734
269607,0971880107,6.516414642333984
269852,0971880107,7.092661380767822
271364,0971880107,7.144617080688477
22463,0345402871,7.1280293464660645
28731,0345402871,7.25266695022583
35945,0345402871,6.972451686859131
37511,0345402871,6.979018211364746
41084,0345402871,6.954134464263916
55892,0345402871,7.136950492858887
67244,0345402871,7.026543617248535
86680,0345402871,7.174838066101074
107244,0345402871,7.0635480880737305
170154,0345402871,6.6634368896484375
204591,0345402871,7.1904826164245605
234162,0345402871,6.745621681213379
234672,0345402871,6.958470344543457
236235,0345402871,7.048130512237549
267377,0345402871,6.663986682891846
275195,0345402871,6.855951309204102
1848,0345417623,7.212456703186035
10470,0345417623,6.957883834838867
16551,0345417623,7.021639823913574
19085,0345417623,7.184816837310791
30594,0345417623,7.115920066833496
32188,0345417623,6.921168804168701
58351,0345417623,6.997387409210205
61935,0345417623,6.964873790740967
67236,0345417623,7.16147518157959
80538,0345417623,6.837737083435059
103176,0345417623,7.185710906982422
105925,0345417623,6.954752445220947
106007,0345417623,7.182113170623779
110700,0345417623,7.195645332336426
115435,0345417623,7.315239429473877
119205,0345417623,6.737722873687744
132392,0345417623,6.9461798667907715
133462,0345417623,6.972673416137695
135149,0345417623,7.001566410064697
152015,0345417623,7.14452600479126
161385,0345417623,6.858614921569824
165253,0345417623,7.1884446144104
179843,0345417623,7.009876728057861
185006,0345417623,7.086815357208252
191049,0345417623,6.862918376922607
192479,0345417623,6.8739237785339355
197272,0345417623,7.137253284454346
210035,0345417623,6.798199653625488
225989,0345417623,7.039122104644775
227305,0345417623,7.205322742462158
231518,0345417623,7.129312992095947
234879,0345417623,6.989505290985107
235498,0345417623,6.812991619110107
240660,0345417623,7.093932628631592
248468,0345417623,7.113685607910156
249058,0345417623,7.213953495025635
254303,0345417623,7.263082504272461
266678,0345417623,7.029952049255371
266819,0345417623,6.912570953369141
22255,0312978383,6.7788872718811035
31040,0312978383,7.143481731414795
61901,0312978383,7.025299072265625
135317,0312978383,7.045502662658691
135965,0312978383,7.207045078277588
147978,0312978383,6.934378623962402
17,0425099148,7.173840522766113
180975,0553264990,6.917130947113037
25981,0553278398,7.126136779785156
37168,0553278398,6.873584747314453
234672,0553278398,6.958470344543457
98930,0684823802,6.964614391326904
17,0891075275,7.185946464538574
141493,0891075275,6.99403715133667
162639,0891075275,6.834463119506836
175815,0891075275,6.589287281036377
136255,0891076182,7.099664688110352
151373,0891076182,7.211937427520752
161903,0891076182,7.231150150299072
119027,0375759778,7.190518856048584
235867,0375759778,7.102809906005859
101606,0425163091,7.03654670715332
122519,0375406328,7.18578577041626
237856,0375406328,6.983027458190918
2766,0446310786,7.4211835861206055
8253,0446310786,7.209028720855713
13850,0446310786,7.365843772888184
17950,0446310786,7.344141483306885
45340,0446310786,7.277068614959717
46443,0446310786,7.2927398681640625
49204,0446310786,7.2113938331604
55187,0446310786,7.4508795738220215
57398,0446310786,7.361058712005615
59038,0446310786,7.373294830322266
63545,0446310786,7.252806186676025
72886,0446310786,7.2634711265563965
89874,0446310786,7.303903579711914
98440,0446310786,7.371712684631348
98468,0446310786,7.244117259979248
101126,0446310786,7.126307487487793
104657,0446310786,7.342133045196533
117577,0446310786,7.168084144592285
129641,0446310786,7.372797012329102
137746,0446310786,7.294204235076904
138543,0446310786,7.4401631355285645
157851,0446310786,7.268183708190918
160509,0446310786,7.280739784240723
168047,0446310786,7.194971084594727
178953,0446310786,7.1981635093688965
181176,0446310786,7.291166305541992
184299,0446310786,7.268803119659424
192353,0446310786,6.771162509918213
204494,0446310786,7.208137512207031
204762,0446310786,7.346642017364502
209160,0446310786,7.332453727722168
209516,0446310786,7.267920970916748
209724,0446310786,7.337708950042725
209789,0446310786,7.262834548950195
226847,0446310786,7.369083881378174
234205,0446310786,7.370363235473633
235030,0446310786,7.224154949188232
236058,0446310786,7.2724127769470215
240567,0446310786,7.24598503112793
246759,0446310786,7.278998374938965
251422,0446310786,7.24261474609375
251844,0446310786,7.268430709838867
261611,0446310786,7.154191017150879
2766,0449005615,7.4152045249938965
11676,0449005615,7.283442497253418
25981,0449005615,7.204562187194824
28945,0449005615,7.342958450317383
65791,0449005615,7.328394889831543
88738,0449005615,7.341353893280029
94542,0449005615,7.2554612159729
95173,0449005615,7.315484523773193
124175,0449005615,7.3100714683532715
125222,0449005615,7.236560344696045
126604,0449005615,7.4076337814331055
127359,0449005615,7.35742712020874
132686,0449005615,7.3493828773498535
135149,0449005615,7.270789623260498
148263,0449005615,7.339411735534668
174807,0449005615,7.201681137084961
180314,0449005615,7.058577060699463
204783,0449005615,7.196132659912109
206107,0449005615,7.292923927307129
208510,0449005615,7.165685653686523
214223,0449005615,7.165665149688721
240710,0449005615,7.241692543029785
269280,0449005615,7.273110389709473
277722,0449005615,7.229221343994141
20462,0060168013,7.294467449188232
36554,0060168013,7.344289779663086
149667,0060168013,7.125486373901367
223096,0060168013,7.322168350219727
258147,0060168013,7.3491926193237305
105904,0061099686,7.274274826049805
142579,0061099686,7.3858160972595215
47316,0553582909,7.226345062255859
204524,0553582909,7.15294885635376
22045,0671888587,7.379971981048584
25981,0671888587,7.196723461151123
39440,0671888587,7.236000061035156
59269,0671888587,7.2800092697143555
168702,0671888587,7.19042444229126
173481,0671888587,7.402548789978027
264031,0671888587,7.211442470550537
264082,0671888587,7.374240875244141
39662,0553582747,7.235890865325928
49377,0553582747,7.377474308013916
90657,0553582747,7.229276180267334
106849,0553582747,7.336224555969238
108405,0553582747,7.4610724449157715
110973,0553582747,7.3325910568237305
128732,0553582747,7.326377868652344
165267,0553582747,7.215054512023926
170997,0553582747,7.297763824462891
171968,0553582747,7.430846691131592
218836,0553582747,7.2678399085998535
232736,0553582747,7.276422023773193
241666,0553582747,7.2735371589660645
248594,0553582747,7.339139938354492
8870,0425182908,7.154702186584473
16010,0425182908,7.117893695831299
19570,0425182908,7.145269870758057
30035,0425182908,7.281569480895996
45315,0425182908,7.169524192810059
82842,0425182908,7.1560187339782715
83287,0425182908,7.136270046234131
88278,0425182908,7.195979118347168
108405,0425182908,7.302362442016602
128742,0425182908,7.059374809265137
195386,0425182908,7.09224271774292
201568,0425182908,7.162069320678711
244484,0425182908,7.061975955963135
256407,0425182908,7.377618789672852
18979,042518630X,7.1190266609191895
23624,042518630X,7.147438049316406
42256,042518630X,7.152585506439209
72238,042518630X,7.081075191497803
98391,042518630X,7.422175884246826
153662,042518630X,7.357231616973877
227520,042518630X,7.206470489501953
91103,0440223571,7.211050510406494
94385,0440223571,7.348132610321045
101422,0440223571,7.259930610656738
240144,0440223571,7.219076156616211
35859,0842342702,7.253581523895264
67627,0842342702,7.270256519317627
68984,0842342702,7.309656143188477
108306,0842342702,7.348170757293701
135855,0842342702,7.189770221710205
246230,0842342702,7.389975547790527
251003,0842342702,7.278705596923828
251501,0842342702,7.16322660446167
260974,0842342702,7.350430011749268
51,0440225701,7.3942975997924805
6866,0440225701,7.20003604888916
32036,0440225701,7.304743766784668
32524,0440225701,7.189490795135498
36286,0440225701,7.281826496124268
43619,0440225701,7.349249839782715
56307,0440225701,7.222866535186768
84882,0440225701,6.9965362548828125
119631,0440225701,7.169525623321533
130658,0440225701,7.369423866271973
134247,0440225701,7.297795295715332
137589,0440225701,7.153890609741211
159506,0440225701,7.4056830406188965
174726,0440225701,7.42650842666626
207440,0440225701,7.293313026428223
209373,0440225701,7.29674768447876
224427,0440225701,7.195333003997803
227705,0440225701,7.156241416931152
229011,0440225701,7.367045879364014
231251,0440225701,7.30448055267334
232316,0440225701,7.330513954162598
232945,0440225701,7.301072597503662
233526,0440225701,7.268044948577881
236172,0440225701,7.369386196136475
269614,0440225701,7.329257965087891
277922,0440225701,7.263169288635254
278333,0440225701,7.183891773223877
53,0060914068,7.276120662689209
53,0245542957,6.672785758972168
209229,0380715899,7.345345973968506
58151,0671623249,7.272128582000732
75852,0671623249,7.349171161651611
114655,0671623249,7.374267578125
255092,0671623249,7.348182678222656
259793,0671623249,7.161942958831787
58252,0679810307,7.401952266693115
75908,0679865691,7.413509368896484
245988,0345260317,7.15972900390625
11718,042511774X,7.068960189819336
111979,042511774X,7.176292896270752
114544,042511774X,7.242431640625
152186,042511774X,7.296087265014648
152990,042511774X,6.944488048553467
180915,042511774X,7.091573715209961
186848,042511774X,7.016171932220459
223154,042511774X,7.130090713500977
241652,042511774X,7.141108989715576
1650,0804106304,7.21659517288208
1773,0804106304,7.259094715118408
3026,0804106304,7.179321765899658
7958,0804106304,7.18994140625
11657,0804106304,7.332843780517578
25966,0804106304,7.198810577392578
28204,0804106304,7.249607086181641
30806,0804106304,7.353409290313721
36677,0804106304,7.24820613861084
36907,0804106304,7.331471920013428
45557,0804106304,7.306351184844971
49980,0804106304,7.378891468048096
60707,0804106304,7.305440902709961
68721,0804106304,7.229525566101074
96009,0804106304,7.294029235839844
96357,0804106304,7.366611957550049
106946,0804106304,7.3067474365234375
122793,0804106304,7.3234782218933105
142970,0804106304,7.141295433044434
